Dates,Susceptible,VaccinatedSusceptible,Infected,Vacc Infected,Hospitalized,Vacc Hospitalized,Recovered,Extinct
10/04/2022,-39570,508121,13619,7877,71,108,428797,977
11/04/2022,-40995,507553,9121,5487,73,107,437676,978
12/04/2022,-42009,507109,8371,4875,72,101,440501,980
13/04/2022,-42842,506730,7512,4345,65,95,443113,982
14/04/2022,-43702,506423,6808,3883,60,92,445445,991
15/04/2022,-44400,506161,6225,3522,59,88,447351,994
16/04/2022,-45009,505935,5724,3182,62,86,449022,998
17/04/2022,-45547,505739,5364,2908,58,81,450399,998
18/04/2022,-46252,505471,4664,2608,54,79,452375,1001
19/04/2022,-46807,505270,4199,2358,47,69,453861,1003
20/04/2022,-47366,505049,3922,2201,34,65,455090,1005
21/04/2022,-47813,504828,3515,2118,27,56,456260,1009
22/04/2022,-48196,504698,3209,1988,25,53,457212,1011
23/04/2022,-48534,504581,2933,1873,24,59,458051,1013
24/04/2022,-48760,504539,2631,1724,22,56,458773,1015
25/04/2022,-49090,504449,2256,1556,26,55,459732,1016
26/04/2022,-49579,504194,2192,1607,28,49,460492,1017
27/04/2022,-50048,504024,2097,1558,26,44,461279,1020
28/04/2022,-50512,503906,2115,1456,24,46,461945,1020
29/04/2022,-50871,503765,2093,1471,16,38,462464,1024
30/04/2022,-51248,503650,2125,1473,13,36,462924,1027
01/05/2022,-51585,503572,1952,1318,12,32,463671,1028
02/05/2022,-52003,503467,2046,1327,13,30,464091,1029
03/05/2022,-52315,503372,1888,1147,11,26,464841,1030
04/05/2022,-52609,503293,1139,714,9,15,466407,1032
05/05/2022,-52893,503222,738,471,7,10,467412,1033
06/05/2022,-53141,503168,0,0,0,0,468938,1035
