Dates,Susceptible,VaccinatedSusceptible
11/06/2020,920000,0
12/06/2020,920000,0
13/06/2020,920000,0
14/06/2020,920000,0
15/06/2020,920000,0
16/06/2020,920000,0
17/06/2020,920000,0
18/06/2020,920000,0
19/06/2020,920000,0
20/06/2020,920000,0
21/06/2020,920000,0
22/06/2020,920000,0
23/06/2020,920000,0
24/06/2020,920000,0
25/06/2020,920000,0
26/06/2020,920000,0
27/06/2020,920000,0
28/06/2020,920000,0
29/06/2020,920000,0
30/06/2020,920000,0
01/07/2020,920000,0
02/07/2020,920000,0
03/07/2020,920000,0
04/07/2020,920000,0
05/07/2020,920000,0
06/07/2020,920000,0
07/07/2020,920000,0
08/07/2020,920000,0
09/07/2020,920000,0
10/07/2020,920000,0
11/07/2020,920000,0
12/07/2020,920000,0
13/07/2020,920000,0
14/07/2020,920000,0
15/07/2020,920000,0
16/07/2020,920000,0
17/07/2020,920000,0
18/07/2020,920000,0
19/07/2020,920000,0
20/07/2020,920000,0
21/07/2020,920000,0
22/07/2020,920000,0
23/07/2020,920000,0
24/07/2020,920000,0
25/07/2020,920000,0
26/07/2020,920000,0
27/07/2020,920000,0
28/07/2020,920000,0
29/07/2020,920000,0
30/07/2020,920000,0
31/07/2020,920000,0
01/08/2020,920000,0
02/08/2020,920000,0
03/08/2020,920000,0
04/08/2020,920000,0
05/08/2020,920000,0
06/08/2020,920000,0
07/08/2020,920000,0
08/08/2020,920000,0
09/08/2020,920000,0
10/08/2020,920000,0
11/08/2020,920000,0
12/08/2020,920000,0
13/08/2020,920000,0
14/08/2020,920000,0
15/08/2020,920000,0
16/08/2020,920000,0
17/08/2020,920000,0
18/08/2020,920000,0
19/08/2020,920000,0
20/08/2020,920000,0
21/08/2020,920000,0
22/08/2020,920000,0
23/08/2020,920000,0
24/08/2020,920000,0
25/08/2020,920000,0
26/08/2020,920000,0
27/08/2020,920000,0
28/08/2020,920000,0
29/08/2020,920000,0
30/08/2020,920000,0
31/08/2020,920000,0
01/09/2020,920000,0
02/09/2020,920000,0
03/09/2020,920000,0
04/09/2020,920000,0
05/09/2020,920000,0
06/09/2020,920000,0
07/09/2020,920000,0
08/09/2020,920000,0
09/09/2020,920000,0
10/09/2020,920000,0
11/09/2020,920000,0
12/09/2020,920000,0
13/09/2020,920000,0
14/09/2020,920000,0
15/09/2020,920000,0
16/09/2020,920000,0
17/09/2020,920000,0
18/09/2020,920000,0
19/09/2020,920000,0
20/09/2020,920000,0
21/09/2020,920000,0
22/09/2020,920000,0
23/09/2020,920000,0
24/09/2020,920000,0
25/09/2020,920000,0
26/09/2020,920000,0
27/09/2020,920000,0
28/09/2020,920000,0
29/09/2020,920000,0
30/09/2020,920000,0
01/10/2020,920000,0
02/10/2020,920000,0
03/10/2020,920000,0
04/10/2020,920000,0
05/10/2020,920000,0
06/10/2020,920000,0
07/10/2020,920000,0
08/10/2020,920000,0
09/10/2020,920000,0
10/10/2020,920000,0
11/10/2020,920000,0
12/10/2020,920000,0
13/10/2020,920000,0
14/10/2020,920000,0
15/10/2020,920000,0
16/10/2020,920000,0
17/10/2020,920000,0
18/10/2020,920000,0
19/10/2020,920000,0
20/10/2020,920000,0
21/10/2020,920000,0
22/10/2020,920000,0
23/10/2020,920000,0
24/10/2020,920000,0
25/10/2020,920000,0
26/10/2020,920000,0
27/10/2020,920000,0
28/10/2020,920000,0
29/10/2020,920000,0
30/10/2020,920000,0
31/10/2020,920000,0
01/11/2020,920000,0
02/11/2020,920000,0
03/11/2020,920000,0
04/11/2020,920000,0
05/11/2020,920000,0
06/11/2020,920000,0
07/11/2020,920000,0
08/11/2020,920000,0
09/11/2020,920000,0
10/11/2020,920000,0
11/11/2020,920000,0
12/11/2020,920000,0
13/11/2020,920000,0
14/11/2020,920000,0
15/11/2020,920000,0
16/11/2020,920000,0
17/11/2020,920000,0
18/11/2020,920000,0
19/11/2020,920000,0
20/11/2020,920000,0
21/11/2020,920000,0
22/11/2020,920000,0
23/11/2020,920000,0
24/11/2020,920000,0
25/11/2020,920000,0
26/11/2020,920000,0
27/11/2020,920000,0
28/11/2020,920000,0
29/11/2020,920000,0
30/11/2020,920000,0
01/12/2020,920000,0
02/12/2020,920000,0
03/12/2020,920000,0
04/12/2020,920000,0
05/12/2020,920000,0
06/12/2020,920000,0
07/12/2020,920000,0
08/12/2020,920000,0
09/12/2020,920000,0
10/12/2020,920000,0
11/12/2020,920000,0
12/12/2020,920000,0
13/12/2020,920000,0
14/12/2020,920000,0
15/12/2020,920000,0
16/12/2020,920000,0
17/12/2020,920000,0
18/12/2020,920000,0
19/12/2020,920000,0
20/12/2020,920000,0
21/12/2020,920000,0
22/12/2020,920000,0
23/12/2020,920000,0
24/12/2020,920000,0
25/12/2020,920000,0
26/12/2020,920000,0
27/12/2020,920000,0
28/12/2020,920000,0
29/12/2020,920000,0
30/12/2020,920000,0
31/12/2020,920000,0
01/01/2021,920000,0
02/01/2021,920000,0
03/01/2021,920000,0
04/01/2021,920000,0
05/01/2021,920000,0
06/01/2021,920000,0
07/01/2021,919466,534
08/01/2021,918932,1068
09/01/2021,918398,1602
10/01/2021,917864,2136
11/01/2021,917298,2702
12/01/2021,916710,3290
13/01/2021,916106,3894
14/01/2021,915478,4522
15/01/2021,914827,5173
16/01/2021,914152,5848
17/01/2021,913449,6551
18/01/2021,912742,7258
19/01/2021,912031,7969
20/01/2021,911316,8684
21/01/2021,910596,9404
22/01/2021,909872,10128
23/01/2021,909144,10856
24/01/2021,908432,11568
25/01/2021,907737,12263
26/01/2021,907058,12942
27/01/2021,906395,13605
28/01/2021,905749,14251
29/01/2021,905119,14881
30/01/2021,904505,15495
31/01/2021,903914,16086
01/02/2021,903345,16655
02/02/2021,902799,17201
03/02/2021,902275,17725
04/02/2021,901774,18226
05/02/2021,901295,18705
06/02/2021,900839,19161
07/02/2021,900309,19691
08/02/2021,899706,20294
09/02/2021,899030,20970
10/02/2021,898281,21719
11/02/2021,897459,22541
12/02/2021,896564,23436
13/02/2021,895596,24404
14/02/2021,894603,25397
15/02/2021,893586,26414
16/02/2021,892544,27456
17/02/2021,891478,28522
18/02/2021,890387,29613
19/02/2021,889272,30728
20/02/2021,888132,31868
21/02/2021,886838,33162
22/02/2021,885389,34611
23/02/2021,883785,36215
24/02/2021,881897,38103
25/02/2021,879726,40274
26/02/2021,877271,42729
27/02/2021,874710,45290
28/02/2021,872198,47802
01/03/2021,869735,50265
02/03/2021,867321,52679
03/03/2021,865085,54915
04/03/2021,863027,56973
05/03/2021,861147,58853
06/03/2021,859267,60733
07/03/2021,857387,62613
08/03/2021,855524,64476
09/03/2021,853677,66323
10/03/2021,851847,68153
11/03/2021,850033,69967
12/03/2021,848235,71765
13/03/2021,846454,73546
14/03/2021,844689,75311
15/03/2021,842924,77076
16/03/2021,841159,78841
17/03/2021,839394,80606
18/03/2021,837629,82371
19/03/2021,835864,84136
20/03/2021,834099,85901
21/03/2021,832370,87630
22/03/2021,830677,89323
23/03/2021,829020,90980
24/03/2021,827399,92601
25/03/2021,825814,94186
26/03/2021,824265,95735
27/03/2021,822752,97248
28/03/2021,821239,98761
29/03/2021,819726,100274
30/03/2021,818213,101787
31/03/2021,816700,103300
01/04/2021,815187,104813
02/04/2021,813674,106326
03/04/2021,812161,107839
04/04/2021,810524,109476
05/04/2021,808764,111236
06/04/2021,806881,113119
07/04/2021,804875,115125
08/04/2021,802601,117399
09/04/2021,800060,119940
10/04/2021,797440,122560
11/04/2021,794866,125134
12/04/2021,792337,127663
13/04/2021,789853,130147
14/04/2021,787414,132586
15/04/2021,785165,134835
16/04/2021,783105,136895
17/04/2021,780800,139200
18/04/2021,778250,141750
19/04/2021,775455,144545
20/04/2021,772282,147718
21/04/2021,768808,151192
22/04/2021,764876,155124
23/04/2021,760487,159513
24/04/2021,755883,164117
25/04/2021,751064,168936
26/04/2021,746030,173970
27/04/2021,740914,179086
28/04/2021,735639,184361
29/04/2021,730361,189639
30/04/2021,725081,194919
01/05/2021,719801,200199
02/05/2021,714290,205710
03/05/2021,708549,211451
04/05/2021,702577,217423
05/05/2021,696375,223625
06/05/2021,689942,230058
07/05/2021,683140,236860
08/05/2021,675968,244032
09/05/2021,668657,251343
10/05/2021,661207,258793
11/05/2021,653468,266532
12/05/2021,644986,275014
13/05/2021,636415,283585
14/05/2021,627894,292106
15/05/2021,620115,299885
16/05/2021,613079,306921
17/05/2021,605937,314063
18/05/2021,599246,320754
19/05/2021,593165,326835
20/05/2021,587548,332452
21/05/2021,582396,337604
22/05/2021,577284,342716
23/05/2021,572213,347787
24/05/2021,567111,352889
25/05/2021,562353,357647
26/05/2021,558234,361766
27/05/2021,554048,365952
28/05/2021,550219,369781
29/05/2021,546478,373522
30/05/2021,542825,377175
31/05/2021,540344,379656
01/06/2021,538252,381748
02/06/2021,536566,383434
03/06/2021,534642,385358
04/06/2021,532583,387417
05/06/2021,530389,389611
06/06/2021,528060,391940
07/06/2021,525635,394365
08/06/2021,522700,397300
09/06/2021,519192,400808
10/06/2021,516235,403765
11/06/2021,512751,407249
12/06/2021,509128,410872
13/06/2021,505387,414613
14/06/2021,501326,418674
15/06/2021,497359,422641
16/06/2021,493569,426431
17/06/2021,489634,430366
18/06/2021,486309,433691
19/06/2021,483206,436794
20/06/2021,480441,439559
21/06/2021,478015,441985
22/06/2021,475928,444072
23/06/2021,474142,445858
24/06/2021,472613,447387
25/06/2021,471181,448819
26/06/2021,469847,450153
27/06/2021,468472,451528
28/06/2021,467057,452943
29/06/2021,465602,454398
30/06/2021,464107,455893
01/07/2021,462649,457351
02/07/2021,461184,458816
03/07/2021,459595,460405
04/07/2021,458116,461884
05/07/2021,456746,463254
06/07/2021,455465,464535
07/07/2021,454146,465854
08/07/2021,452604,467396
09/07/2021,450684,469316
10/07/2021,449053,470947
11/07/2021,447135,472865
12/07/2021,444930,475070
13/07/2021,442363,477637
14/07/2021,439592,480408
15/07/2021,436593,483407
16/07/2021,433826,486174
17/07/2021,430742,489258
18/07/2021,427734,492266
19/07/2021,424802,495198
20/07/2021,421874,498126
21/07/2021,418933,501067
22/07/2021,416231,503769
23/07/2021,413602,506398
24/07/2021,411047,508953
25/07/2021,408801,511199
26/07/2021,406306,513694
27/07/2021,403730,516270
28/07/2021,401281,518719
29/07/2021,398974,521026
30/07/2021,396813,523187
31/07/2021,394798,525202
01/08/2021,392643,527357
02/08/2021,390904,529096
03/08/2021,389275,530725
04/08/2021,387451,532549
05/08/2021,385523,534477
06/08/2021,383512,536488
07/08/2021,381419,538581
08/08/2021,379277,540723
09/08/2021,377087,542913
10/08/2021,375176,544824
11/08/2021,373667,546333
12/08/2021,372300,547700
13/08/2021,370781,549219
14/08/2021,369432,550568
15/08/2021,368219,551781
16/08/2021,367142,552858
17/08/2021,366109,553891
18/08/2021,364827,555173
19/08/2021,363527,556473
20/08/2021,362336,557664
21/08/2021,361198,558802
22/08/2021,359967,560033
23/08/2021,358643,561357
24/08/2021,357297,562703
25/08/2021,356184,563816
26/08/2021,355190,564810
27/08/2021,354321,565679
28/08/2021,353313,566687
29/08/2021,352310,567690
30/08/2021,351313,568687
31/08/2021,350329,569671
01/09/2021,349359,570641
02/09/2021,348411,571589
03/09/2021,347340,572660
04/09/2021,346269,573731
05/09/2021,345198,574802
06/09/2021,344127,575873
07/09/2021,343020,576980
08/09/2021,341878,578122
09/09/2021,340778,579222
10/09/2021,339812,580188
11/09/2021,338858,581142
12/09/2021,337952,582048
13/09/2021,337094,582906
14/09/2021,336306,583694
15/09/2021,335624,584376
16/09/2021,334944,585056
17/09/2021,334304,585696
18/09/2021,333705,586295
19/09/2021,333110,586890
20/09/2021,332519,587481
21/09/2021,331937,588063
22/09/2021,331389,588611
23/09/2021,330875,589125
24/09/2021,330383,589617
25/09/2021,329914,590086
26/09/2021,329467,590533
27/09/2021,329042,590958
28/09/2021,328673,591327
29/09/2021,328299,591701
30/09/2021,327913,592087
01/10/2021,327536,592464
02/10/2021,327168,592832
03/10/2021,326833,593167
04/10/2021,326531,593469
05/10/2021,326229,593771
06/10/2021,325922,594078
07/10/2021,325634,594366
08/10/2021,325341,594659
09/10/2021,325043,594957
10/10/2021,324715,595285
11/10/2021,324373,595627
12/10/2021,324023,595977
13/10/2021,323679,596321
14/10/2021,323341,596659
15/10/2021,323018,596982
16/10/2021,322710,597290
17/10/2021,322417,597583
18/10/2021,322124,597876
19/10/2021,321824,598176
20/10/2021,321522,598478
21/10/2021,321197,598803
22/10/2021,320865,599135
23/10/2021,320526,599474
24/10/2021,320179,599821
25/10/2021,319825,600175
26/10/2021,319477,600523
27/10/2021,319122,600878
28/10/2021,318767,601233
29/10/2021,318412,601588
30/10/2021,318056,601944
31/10/2021,317742,602258
01/11/2021,317469,602531
02/11/2021,317224,602776
03/11/2021,316949,603051
04/11/2021,316672,603328
05/11/2021,316397,603603
06/11/2021,316124,603876
07/11/2021,315811,604189
08/11/2021,315459,604541
09/11/2021,315062,604938
10/11/2021,314680,605320
11/11/2021,314297,605703
12/11/2021,313885,606115
13/11/2021,313444,606556
14/11/2021,313003,606997
15/11/2021,312562,607438
16/11/2021,312126,607874
17/11/2021,311666,608334
18/11/2021,311182,608818
19/11/2021,310644,609356
20/11/2021,310053,609947
21/11/2021,309379,610621
22/11/2021,308626,611374
23/11/2021,307793,612207
24/11/2021,306906,613094
25/11/2021,305965,614035
26/11/2021,304976,615024
27/11/2021,303939,616061
28/11/2021,302915,617085
29/11/2021,301900,618100
30/11/2021,300894,619106
01/12/2021,299901,620099
02/12/2021,298877,621123
03/12/2021,297870,622130
04/12/2021,296880,623120
05/12/2021,295920,624080
06/12/2021,294991,625009
07/12/2021,294093,625907
08/12/2021,293195,626805
09/12/2021,292344,627656
10/12/2021,291540,628460
11/12/2021,290783,629217
12/12/2021,290041,629959
13/12/2021,289313,630687
14/12/2021,288599,631401
15/12/2021,287891,632109
16/12/2021,287194,632806
17/12/2021,286508,633492
18/12/2021,285834,634166
19/12/2021,285129,634871
20/12/2021,284394,635606
21/12/2021,283633,636367
22/12/2021,282913,637087
23/12/2021,282227,637773
24/12/2021,281574,638426
25/12/2021,280954,639046
26/12/2021,280367,639633
27/12/2021,279813,640187
28/12/2021,279287,640713
29/12/2021,278761,641239
30/12/2021,278235,641765
31/12/2021,277709,642291
01/01/2022,277183,642817
02/01/2022,276657,643343
03/01/2022,276131,643869
04/01/2022,275605,644395
05/01/2022,275079,644921
06/01/2022,274553,645447
07/01/2022,274027,645973
08/01/2022,273501,646499
09/01/2022,272998,647002
10/01/2022,272518,647482
11/01/2022,272026,647974
12/01/2022,271522,648478
13/01/2022,270993,649007
14/01/2022,270443,649557
15/01/2022,269872,650128
16/01/2022,269292,650708
17/01/2022,268703,651297
18/01/2022,268140,651860
19/01/2022,267602,652398
20/01/2022,267103,652897
21/01/2022,266626,653374
22/01/2022,266171,653829
23/01/2022,265752,654248
24/01/2022,265370,654630
25/01/2022,265003,654997
26/01/2022,264651,655349
27/01/2022,264315,655685
28/01/2022,264015,655985
29/01/2022,263751,656249
30/01/2022,263474,656526
31/01/2022,263183,656817
01/02/2022,262927,657073
02/02/2022,262706,657294
03/02/2022,262520,657480
04/02/2022,262360,657640
05/02/2022,262227,657773
06/02/2022,262120,657880
07/02/2022,262040,657960
08/02/2022,261960,658040
09/02/2022,261880,658120
10/02/2022,261800,658200
11/02/2022,261720,658280
12/02/2022,261640,658360
13/02/2022,261560,658440
14/02/2022,261480,658520
15/02/2022,261400,658600
16/02/2022,261320,658680
17/02/2022,261240,658760
18/02/2022,261160,658840
19/02/2022,261080,658920
20/02/2022,261000,659000
21/02/2022,260920,659080
22/02/2022,260840,659160
23/02/2022,260760,659240
24/02/2022,260680,659320
25/02/2022,260600,659400
26/02/2022,260520,659480
27/02/2022,260440,659560
28/02/2022,260360,659640
01/03/2022,260280,659720
02/03/2022,260200,659800
03/03/2022,260120,659880
04/03/2022,260040,659960
05/03/2022,259960,660040
06/03/2022,259880,660120
07/03/2022,259800,660200
08/03/2022,259720,660280
09/03/2022,259640,660360
10/03/2022,259560,660440
11/03/2022,259480,660520
12/03/2022,259400,660600
13/03/2022,259320,660680
14/03/2022,259240,660760
15/03/2022,259160,660840
16/03/2022,259080,660920
17/03/2022,259000,661000
18/03/2022,258920,661080
19/03/2022,258840,661160
20/03/2022,258760,661240
21/03/2022,258680,661320
22/03/2022,258600,661400
23/03/2022,258520,661480
24/03/2022,258440,661560
25/03/2022,258360,661640
26/03/2022,258280,661720
27/03/2022,258200,661800
28/03/2022,258120,661880
29/03/2022,258040,661960
30/03/2022,257960,662040
31/03/2022,257880,662120
01/04/2022,257800,662200
02/04/2022,257720,662280
03/04/2022,257640,662360
04/04/2022,257560,662440
05/04/2022,257480,662520
06/04/2022,257400,662600
07/04/2022,257320,662680
08/04/2022,257240,662760
09/04/2022,257160,662840
10/04/2022,257080,662920
11/04/2022,257000,663000
12/04/2022,256920,663080
13/04/2022,256840,663160
14/04/2022,256760,663240
15/04/2022,256680,663320
16/04/2022,256600,663400
17/04/2022,256520,663480
18/04/2022,256440,663560
19/04/2022,256360,663640
20/04/2022,256280,663720
21/04/2022,256200,663800
22/04/2022,256120,663880
23/04/2022,256040,663960
24/04/2022,255960,664040
25/04/2022,255880,664120
26/04/2022,255800,664200
27/04/2022,255720,664280
28/04/2022,255640,664360
29/04/2022,255560,664440
30/04/2022,255480,664520
01/05/2022,255405,664595
02/05/2022,255335,664665
03/05/2022,255271,664729
04/05/2022,255212,664788
05/05/2022,255158,664842
06/05/2022,255109,664891
