Date,C1_School closing,C1_combined,C2_Workplace closing,C2_combined,C3_Cancel public events,C3_combined,C4_Restrictions on gatherings,C4_combined,C5_Close public transport,C5_combined,C6_Stay at home requirements,C6_combined,C7_Restrictions on internal movement,C7_combined,C8_International travel controls,C8_combined
20220330,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220331,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220401,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220402,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220403,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220404,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220405,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220406,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220407,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220408,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220409,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220410,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220411,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220412,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220413,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220414,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220415,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220416,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220417,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220418,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220419,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220420,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220421,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220422,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220423,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220424,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220425,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220426,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220427,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220428,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220429,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220430,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220501,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220502,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220503,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220504,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220505,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220506,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220507,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220508,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220509,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220510,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220511,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220512,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220513,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220514,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220515,0,0,1,1G,1,1G,1,1G,1,1G,1,1G,1,1G,2,2
20220516,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220517,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220518,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220519,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220520,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220521,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220522,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220523,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220524,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220525,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220526,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220527,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220528,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220529,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220530,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220531,0,0,1,1G,0,0,0,0,1,1G,0,0,0,0,1,1
20220601,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220602,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220603,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220604,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220605,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220606,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220607,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220608,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220609,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220610,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220611,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220612,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220613,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220614,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220615,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220616,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220617,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220618,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220619,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220620,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220621,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220622,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220623,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220624,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220625,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220626,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220627,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220628,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220629,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220630,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220701,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220702,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220703,0,0,1,1G,0,0,0,0,0,0,0,0,0,0,0,0
20220704,,,,,,,,,,,,,,,,
20220705,,,,,,,,,,,,,,,,
20220706,,,,,,,,,,,,,,,,
